"","LHSandRHS","count","lift","confidence","support","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y"
"1","hiv3=2,bilateral=0  encerra2=0",24,1.19474393530997,0.75,0.0406091370558376,NA,NA,NA,NA,NA,NA,NA,NA
"2","mumigual=0,hiv3=2  encerra2=0",23,1.14496293800539,0.71875,0.038917089678511,NA,NA,NA,NA,NA,NA,NA,NA
"3","comtabagis=1,bilateral=1  encerra2=3",19,1.60597826086957,0.206521739130435,0.0321489001692047,NA,NA,NA,NA,NA,NA,NA,NA
"4","sexo2=1,comtabagis=1  encerra2=3",20,1.38862781954887,0.178571428571429,0.0338409475465313,NA,NA,NA,NA,NA,NA,NA,NA
"5","comtabagis=1,cavitacao=1  encerra2=3",21,1.47119487908962,0.189189189189189,0.0355329949238579,NA,NA,NA,NA,NA,NA,NA,NA
"6","comtabagis=1,tipores3=1  encerra2=3",20,1.40113798008535,0.18018018018018,0.0338409475465313,NA,NA,NA,NA,NA,NA,NA,NA
"7","hiv3=0,comtabagis=1  encerra2=3",22,1.47481851179673,0.189655172413793,0.0372250423011844,NA,NA,NA,NA,NA,NA,NA,NA
"8","comtabagis=1,comdrogas=0  encerra2=3",20,1.52476780185758,0.196078431372549,0.0338409475465313,NA,NA,NA,NA,NA,NA,NA,NA
"9","comtabagis=1,ppl=0  encerra2=3",25,1.39861794774707,0.179856115107914,0.0423011844331641,NA,NA,NA,NA,NA,NA,NA,NA
"10","alcool=1,bilateral=1  encerra2=3",20,1.69050343249428,0.217391304347826,0.0338409475465313,NA,NA,NA,NA,NA,NA,NA,NA
"11","escol4=1,alcool=1  encerra2=3",22,1.40228645383952,0.180327868852459,0.0372250423011844,NA,NA,NA,NA,NA,NA,NA,NA
"12","alcool=1,comdrogas=0  encerra2=3",21,1.70106907894737,0.21875,0.0355329949238579,NA,NA,NA,NA,NA,NA,NA,NA
"13","comdrogas=0,cavitacao=0  encerra2=3",19,1.154296875,0.1484375,0.0321489001692047,NA,NA,NA,NA,NA,NA,NA,NA
"14","comdiab=0,cavitacao=0  encerra2=3",19,1.13653846153846,0.146153846153846,0.0321489001692047,NA,NA,NA,NA,NA,NA,NA,NA
"15","ppl=0,cavitacao=0  encerra2=3",21,1.12622504537205,0.144827586206897,0.0355329949238579,NA,NA,NA,NA,NA,NA,NA,NA
"16","sexo2=0,bilateral=1  encerra2=3",23,1.56890581717452,0.201754385964912,0.038917089678511,NA,NA,NA,NA,NA,NA,NA,NA
"17","sexo2=0,raca3=1  encerra2=3",24,1.45805921052632,0.1875,0.0406091370558376,NA,NA,NA,NA,NA,NA,NA,NA
"18","sexo2=0,escol4=1  encerra2=3",24,1.65160689333954,0.212389380530973,0.0406091370558376,NA,NA,NA,NA,NA,NA,NA,NA
"19","sexo2=0,tipores3=1  encerra2=3",28,1.49134823359769,0.191780821917808,0.0473773265651438,NA,NA,NA,NA,NA,NA,NA,NA
"20","raca3=0,bilateral=1  encerra2=3",21,1.13404605263158,0.145833333333333,0.0355329949238579,NA,NA,NA,NA,NA,NA,NA,NA
"21","raca3=0,escol4=1  encerra2=3",18,1.17624944714728,0.151260504201681,0.0304568527918782,NA,NA,NA,NA,NA,NA,NA,NA
"22","mumigual=0,bilateral=1  encerra2=3",31,1.27548036758563,0.164021164021164,0.0524534686971235,NA,NA,NA,NA,NA,NA,NA,NA
"23","raca3=1,mumigual=0  encerra2=3",34,1.22404970760234,0.157407407407407,0.0575296108291032,NA,NA,NA,NA,NA,NA,NA,NA
"24","escol4=1,mumigual=0  encerra2=3",36,1.3267647792467,0.170616113744076,0.0609137055837563,NA,NA,NA,NA,NA,NA,NA,NA
"25","mumigual=0,tipores3=1  encerra2=3",43,1.33752631578947,0.172,0.0727580372250423,NA,NA,NA,NA,NA,NA,NA,NA
"26","mumigual=0,ppl=0  encerra2=3",49,1.15817469204927,0.148936170212766,0.0829103214890017,NA,NA,NA,NA,NA,NA,NA,NA
"27","bilateral=1,tipores3=1  encerra2=3",45,1.23216271312083,0.158450704225352,0.0761421319796954,NA,NA,NA,NA,NA,NA,NA,NA
"28","comdrogas=0,bilateral=1  encerra2=3",44,1.17177361211247,0.150684931506849,0.0744500846023689,NA,NA,NA,NA,NA,NA,NA,NA
"29","raca3=1,comdrogas=0  encerra2=3",45,1.11444016091183,0.143312101910828,0.0761421319796954,NA,NA,NA,NA,NA,NA,NA,NA
"30","escol4=1,cavitacao=1  encerra2=3",45,1.19840483056957,0.154109589041096,0.0761421319796954,NA,NA,NA,NA,NA,NA,NA,NA
"31","escol4=1,tipores3=1  encerra2=3",51,1.27521577255035,0.163987138263666,0.0862944162436548,NA,NA,NA,NA,NA,NA,NA,NA
"32","escol4=1,comdrogas=0  encerra2=3",48,1.20797138477261,0.155339805825243,0.0812182741116751,NA,NA,NA,NA,NA,NA,NA,NA
"33","comdrogas=0,tipores3=1  encerra2=3",56,1.16126315789474,0.149333333333333,0.0947546531302876,NA,NA,NA,NA,NA,NA,NA,NA
"34","ppl=0,tipores3=1  encerra2=3",65,1.15931313375181,0.149082568807339,0.109983079526227,NA,NA,NA,NA,NA,NA,NA,NA
"35","mumigual=1,comdiab=1  encerra2=0",24,1.12446488029174,0.705882352941177,0.0406091370558376,NA,NA,NA,NA,NA,NA,NA,NA
"36","alcool=0,comdiab=1  encerra2=0",58,1.11317507225668,0.698795180722892,0.0981387478849408,NA,NA,NA,NA,NA,NA,NA,NA
"37","escol4=1,comdrogas=1  encerra2=1",25,1.92809604593501,0.316455696202532,0.0423011844331641,NA,NA,NA,NA,NA,NA,NA,NA
"38","comtabagis=0,comdrogas=1  encerra2=1",21,2.32633552014995,0.381818181818182,0.0355329949238579,NA,NA,NA,NA,NA,NA,NA,NA
"39","comdrogas=1,pdres5=1  encerra2=1",30,1.90399484536082,0.3125,0.050761421319797,NA,NA,NA,NA,NA,NA,NA,NA
"40","comtabagis=1,bilateral=1  encerra2=1",20,1.32451815329449,0.217391304347826,0.0338409475465313,NA,NA,NA,NA,NA,NA,NA,NA
"41","comtabagis=1,cavitacao=1  encerra2=1",21,1.15268877124547,0.189189189189189,0.0355329949238579,NA,NA,NA,NA,NA,NA,NA,NA
"42","mumigual=0,alcool=1  encerra2=1",19,1.42917143948072,0.234567901234568,0.0321489001692047,NA,NA,NA,NA,NA,NA,NA,NA
