"","ID","LHSandRHS","Desfechos","count","lift","confidence","support","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y","count.x.12","lift.x.12","confidence.x.12","support.x.12","count.y.12","lift.y.12","confidence.y.12","support.y.12","count.x.11","lift.x.11","confidence.x.11","support.x.11","count.y.11","lift.y.11","confidence.y.11","support.y.11","count.x.10","lift.x.10","confidence.x.10","support.x.10","count.y.10","lift.y.10","confidence.y.10","support.y.10","count.x.9","lift.x.9","confidence.x.9","support.x.9","count.y.9","lift.y.9","confidence.y.9","support.y.9","count.x.8","lift.x.8","confidence.x.8","support.x.8","count.y.8","lift.y.8","confidence.y.8","support.y.8","count.x.7","lift.x.7","confidence.x.7","support.x.7","count.y.7","lift.y.7","confidence.y.7","support.y.7","count.x.6","lift.x.6","confidence.x.6","support.x.6","count.y.6","lift.y.6","confidence.y.6","support.y.6","count.x.5","lift.x.5","confidence.x.5","support.x.5","count.y.5","lift.y.5","confidence.y.5","support.y.5","count.x.4","lift.x.4","confidence.x.4","support.x.4","count.y.4","lift.y.4","confidence.y.4","support.y.4","count.x.3","lift.x.3","confidence.x.3","support.x.3","count.y.3","lift.y.3","confidence.y.3","support.y.3","count.x.2","lift.x.2","confidence.x.2","support.x.2","count.y.2","lift.y.2","confidence.y.2","support.y.2","count.x.1","lift.x.1","confidence.x.1","support.x.1","count.y.1","lift.y.1","confidence.y.1","support.y.1"
"1",1,"alcool=0,cavitacao=0,tipores3=0","encerra2=0",31,1.30305832147937,0.837837837837838,0.0524534686971235,23,1.27418447694038,0.821428571428571,0.038917089678511,32,1.36667148431854,0.864864864864865,0.0541455160744501,28,1.28418438615552,0.823529411764706,0.0473773265651438,22,1.41711171662125,0.88,0.0372250423011844,30,1.34746922024624,0.882352941176471,0.050761421319797,30,1.43272727272727,0.909090909090909,0.050761421319797,27,1.35137195121951,0.84375,0.0456852791878173,22,1.52713178294574,1,0.0372250423011844,26,1.34694950911641,0.838709677419355,0.0439932318104907,28,1.41218637992832,0.903225806451613,0.0473773265651438,26,1.37626511419615,0.896551724137931,0.0439932318104907,31,1.3499115826702,0.861111111111111,0.0524534686971235,30,1.36175115207373,0.857142857142857,0.050761421319797,25,1.42505787037037,0.925925925925926,0.0423011844331641,26,1.28413839211098,0.838709677419355,0.0439932318104907,33,1.26314766839378,0.825,0.0558375634517767,28,1.3127082341742,0.848484848484849,0.0473773265651438,29,1.39613880742913,0.878787878787879,0.0490693739424704,34,1.32817767202062,0.829268292682927,0.0575296108291032,28,1.33970207253886,0.875,0.0473773265651438,30,1.31919642857143,0.857142857142857,0.050761421319797,27,1.33330548128342,0.84375,0.0456852791878173,33,1.37229102167183,0.868421052631579,0.0558375634517767,28,1.44662995017047,0.903225806451613,0.0473773265651438,22,1.36503937007874,0.88,0.0372250423011844,29,1.3265479876161,0.852941176470588,0.0490693739424704
"2",2,"alcool=0,comdrogas=0,cavitacao=0,bilateral=1","encerra2=0",40,1.19635627530364,0.769230769230769,0.0676818950930626,33,1.11280383430332,0.717391304347826,0.0558375634517767,41,1.29577540106952,0.82,0.0693739424703892,40,1.24749340369393,0.8,0.0676818950930626,34,1.19026181732022,0.739130434782609,0.0575296108291032,40,1.27260981912145,0.833333333333333,0.0676818950930626,34,1.24613953488372,0.790697674418605,0.0575296108291032,37,1.18520325203252,0.74,0.0626057529610829,35,1.24301424193258,0.813953488372093,0.0592216582064298,35,1.19594125809436,0.74468085106383,0.0592216582064298,40,1.2026862026862,0.769230769230769,0.0676818950930626,40,1.22805194805195,0.8,0.0676818950930626,36,1.15173496454285,0.73469387755102,0.0609137055837563,38,1.25772849462366,0.791666666666667,0.0642978003384095,38,1.27139945652174,0.826086956521739,0.0642978003384095,38,1.21211139896373,0.791666666666667,0.0642978003384095,40,1.22487046632124,0.8,0.0676818950930626,36,1.11392670157068,0.72,0.0609137055837563,39,1.21489563567362,0.764705882352941,0.065989847715736,45,1.28702090592334,0.803571428571429,0.0761421319796954,35,1.21791097503533,0.795454545454545,0.0592216582064298,38,1.21842447916667,0.791666666666667,0.0642978003384095,40,1.21554915672563,0.769230769230769,0.0676818950930626,40,1.21554915672563,0.769230769230769,0.0676818950930626,35,1.21862849063273,0.760869565217391,0.0592216582064298,43,1.28270745003028,0.826923076923077,0.0727580372250423,33,1.19357405140759,0.767441860465116,0.0558375634517767
"4",4,"bilateral=0,tipores3=0","encerra2=0",51,1.14954233409611,0.739130434782609,0.0862944162436548,53,1.19148693369851,0.768115942028985,0.089678510998308,53,1.19644766997708,0.757142857142857,0.089678510998308,45,1.15035252389809,0.737704918032787,0.0761421319796954,49,1.29356322865949,0.80327868852459,0.0829103214890017,53,1.20802961934513,0.791044776119403,0.089678510998308,56,1.33721212121212,0.848484848484849,0.0947546531302876,47,1.27587157227504,0.796610169491525,0.0795262267343486,48,1.20167746854746,0.786885245901639,0.0812182741116751,53,1.25171835038363,0.779411764705882,0.089678510998308,57,1.27312925170068,0.814285714285714,0.0964467005076142,53,1.27122564935065,0.828125,0.089678510998308,53,1.31880762915246,0.841269841269841,0.089678510998308,52,1.25171065493646,0.787878787878788,0.0879864636209814,51,1.2264404296875,0.796875,0.0862944162436548,54,1.14831606217617,0.75,0.0913705583756345,52,1.18830716881912,0.776119402985075,0.0879864636209814,56,1.23769633507853,0.8,0.0947546531302876,53,1.22031323048153,0.768115942028985,0.089678510998308,58,1.23859078590786,0.773333333333333,0.0981387478849408,51,1.16545510788029,0.761194029850746,0.0862944162436548,52,1.2125946969697,0.787878787878788,0.0879864636209814,52,1.20839886756842,0.764705882352941,0.0879864636209814,43,1.15168131967733,0.728813559322034,0.0727580372250423,40,1.18638964167419,0.740740740740741,0.0676818950930626,40,1.14902303878682,0.740740740740741,0.0676818950930626,55,1.25793343653251,0.808823529411765,0.0930626057529611
"5",5,"cavitacao=0,tipores3=0","encerra2=0",33,1.22199248120301,0.785714285714286,0.0558375634517767,26,1.22214268670962,0.787878787878788,0.0439932318104907,33,1.30367647058824,0.825,0.0558375634517767,30,1.16952506596306,0.75,0.050761421319797,23,1.32279096924873,0.821428571428571,0.038917089678511,32,1.25303120651958,0.82051282051282,0.0541455160744501,31,1.28568421052632,0.815789473684211,0.0524534686971235,27,1.16875411997363,0.72972972972973,0.0456852791878173,25,1.31649291633253,0.862068965517241,0.0423011844331641,28,1.21533490011751,0.756756756756757,0.0473773265651438,28,1.32659932659933,0.848484848484849,0.0473773265651438,29,1.34899645808737,0.878787878787879,0.0490693739424704,34,1.33249336870027,0.85,0.0575296108291032,31,1.33108108108108,0.837837837837838,0.0524534686971235,26,1.33385416666667,0.866666666666667,0.0439932318104907,28,1.12817016634851,0.736842105263158,0.0473773265651438,34,1.2106277864803,0.790697674418605,0.0575296108291032,30,1.28926701570681,0.833333333333333,0.050761421319797,30,1.25424448217317,0.789473684210526,0.050761421319797,36,1.22677737415672,0.765957446808511,0.0609137055837563,30,1.24142276992018,0.810810810810811,0.050761421319797,32,1.20121951219512,0.780487804878049,0.0541455160744501,29,1.23854603266368,0.783783783783784,0.0490693739424704,36,1.29290228488089,0.818181818181818,0.0609137055837563,30,1.26444159178434,0.789473684210526,0.050761421319797,24,1.16338582677165,0.75,0.0406091370558376,32,1.27611336032389,0.82051282051282,0.0541455160744501
"11",11,"escol4=0,alcool=0","encerra2=0",146,1.22079796264856,0.78494623655914,0.247038917089679,144,1.18185226846644,0.761904761904762,0.243654822335025,148,1.18116998865662,0.747474747474748,0.250423011844332,146,1.20459019139758,0.772486772486772,0.247038917089679,127,1.18216755130648,0.734104046242775,0.214890016920474,147,1.1453488372093,0.75,0.248730964467005,131,1.17304545454545,0.744318181818182,0.22165820642978,141,1.20121951219512,0.75,0.238578680203046,141,1.19625322997416,0.783333333333333,0.238578680203046,137,1.16412180814355,0.724867724867725,0.231810490693739,145,1.22543972543973,0.783783783783784,0.245346869712352,144,1.18208208903396,0.770053475935829,0.243654822335025,139,1.18424922154307,0.755434782608696,0.235194585448393,136,1.14319849803721,0.71957671957672,0.230118443316413,142,1.16869986631016,0.759358288770054,0.240270727580372,150,1.20242519599599,0.785340314136126,0.253807106598985,142,1.16889520307538,0.763440860215054,0.240270727580372,143,1.2023816298657,0.777173913043478,0.241962774957699,132,1.20522803114572,0.758620689655172,0.223350253807107,148,1.20325203252033,0.751269035532995,0.250423011844332,141,1.19935233160622,0.783333333333333,0.238578680203046,143,1.20265539617486,0.781420765027322,0.241962774957699,147,1.17914438502674,0.746192893401015,0.248730964467005,137,1.2027183600713,0.761111111111111,0.231810490693739,136,1.21011743450768,0.755555555555556,0.230118443316413,141,1.19517232477088,0.770491803278688,0.238578680203046,141,1.19831751509922,0.770491803278688,0.238578680203046
"12",12,"escol4=0,cavitacao=0","encerra2=0",43,1.26181727904667,0.811320754716981,0.0727580372250423,41,1.19997028673303,0.773584905660377,0.0693739424703892,39,1.23256684491979,0.78,0.065989847715736,43,1.17636439383419,0.754385964912281,0.0727580372250423,32,1.22693655118723,0.761904761904762,0.0541455160744501,47,1.25921392628859,0.824561403508772,0.0795262267343486,39,1.30774468085106,0.829787234042553,0.065989847715736,36,1.20121951219512,0.75,0.0609137055837563,39,1.26719445818902,0.829787234042553,0.065989847715736,40,1.16798418972332,0.727272727272727,0.0676818950930626,34,1.23624953857512,0.790697674418605,0.0575296108291032,43,1.22236652236652,0.796296296296296,0.0727580372250423,43,1.20372300113679,0.767857142857143,0.0727580372250423,35,1.23566308243728,0.777777777777778,0.0592216582064298,36,1.31919642857143,0.857142857142857,0.0609137055837563,39,1.24400906735751,0.8125,0.065989847715736,36,1.14831606217617,0.75,0.0609137055837563,37,1.1925719895288,0.770833333333333,0.0626057529610829,40,1.2460468058191,0.784313725490196,0.0676818950930626,51,1.25666041275797,0.784615384615385,0.0862944162436548,37,1.18021373056995,0.770833333333333,0.0626057529610829,45,1.25923295454545,0.818181818181818,0.0761421319796954,43,1.21337853323147,0.767857142857143,0.0727580372250423,45,1.29290228488089,0.818181818181818,0.0761421319796954,42,1.22305986696231,0.763636363636364,0.0710659898477157,43,1.25850542267122,0.811320754716981,0.0727580372250423,41,1.18084795321637,0.759259259259259,0.0693739424703892
"13",13,"escol4=0,comdrogas=0","encerra2=0",145,1.18691135734072,0.763157894736842,0.245346869712352,144,1.15139215845442,0.742268041237113,0.243654822335025,145,1.1514121409185,0.728643216080402,0.245346869712352,143,1.17362866268574,0.752631578947368,0.241962774957699,128,1.16454994688958,0.72316384180791,0.2165820642978,148,1.13575630088427,0.743718592964824,0.250423011844332,130,1.15101123595506,0.730337078651685,0.219966159052453,141,1.18857509627728,0.742105263157895,0.238578680203046,146,1.15523958709885,0.756476683937824,0.247038917089679,136,1.12006688963211,0.697435897435897,0.230118443316413,149,1.19466829466829,0.764102564102564,0.252115059221658,149,1.14362337662338,0.745,0.252115059221658,141,1.1512350795756,0.734375,0.238578680203046,139,1.13830229464583,0.716494845360825,0.235194585448393,141,1.1604695855615,0.754010695187166,0.238578680203046,152,1.16947431457807,0.763819095477387,0.257191201353638,145,1.13269271439146,0.739795918367347,0.245346869712352,143,1.15831528740988,0.74869109947644,0.241962774957699,133,1.19377619828686,0.751412429378531,0.225042301184433,153,1.18381053375751,0.739130434782609,0.258883248730964,143,1.17083206339531,0.764705882352941,0.241962774957699,144,1.19153225806452,0.774193548387097,0.243654822335025,145,1.13995530369543,0.721393034825871,0.245346869712352,140,1.17675503470247,0.74468085106383,0.236886632825719,137,1.13690551413286,0.709844559585492,0.231810490693739,145,1.17759821907078,0.759162303664921,0.245346869712352,143,1.14640531741725,0.737113402061856,0.241962774957699
"14",14,"escol4=0,comtabagis=0","encerra2=0",140,1.183352402746,0.760869565217391,0.236886632825719,136,1.1785510051467,0.759776536312849,0.230118443316413,142,1.16869986631016,0.739583333333333,0.240270727580372,137,1.17380904056366,0.752747252747253,0.231810490693739,122,1.19068615308397,0.739393939393939,0.206429780033841,146,1.13178294573643,0.741116751269036,0.247038917089679,123,1.15385714285714,0.732142857142857,0.208121827411168,134,1.1600966820479,0.724324324324324,0.22673434856176,135,1.178073089701,0.771428571428571,0.228426395939086,128,1.14202898550725,0.711111111111111,0.2165820642978,137,1.1966391770861,0.76536312849162,0.231810490693739,141,1.1452071737786,0.746031746031746,0.238578680203046,136,1.16502152454668,0.743169398907104,0.230118443316413,132,1.1335658238884,0.713513513513514,0.223350253807107,132,1.13495111731844,0.737430167597765,0.223350253807107,146,1.20182182851412,0.78494623655914,0.247038917089679,135,1.14197177453983,0.74585635359116,0.228426395939086,139,1.17513518152948,0.759562841530055,0.235194585448393,127,1.17305888972243,0.738372093023256,0.214890016920474,142,1.17232419746878,0.731958762886598,0.240270727580372,137,1.18507947659612,0.774011299435028,0.231810490693739,138,1.17342886740332,0.762430939226519,0.233502538071066,138,1.15380697733639,0.73015873015873,0.233502538071066,133,1.15477169888935,0.730769230769231,0.225042301184433,130,1.14401858304297,0.714285714285714,0.219966159052453,138,1.20260107935946,0.775280898876405,0.233502538071066,136,1.14954233409611,0.739130434782609,0.230118443316413
"15",15,"escol4=0,comtabagis=0,comdrogas=0","encerra2=0",132,1.20761609907121,0.776470588235294,0.223350253807107,132,1.21157340539533,0.781065088757396,0.223350253807107,135,1.17213668684257,0.741758241758242,0.228426395939086,131,1.20162967561695,0.770588235294118,0.22165820642978,117,1.21555770413993,0.754838709677419,0.197969543147208,139,1.15995255644512,0.759562841530055,0.235194585448393,117,1.182,0.75,0.197969543147208,128,1.19887795369182,0.748538011695906,0.2165820642978,131,1.20514616605959,0.789156626506024,0.22165820642978,122,1.16624611801242,0.726190476190476,0.206429780033841,133,1.23044049967127,0.78698224852071,0.225042301184433,136,1.17285860207209,0.764044943820225,0.230118443316413,129,1.1895615540646,0.758823529411765,0.218274111675127,126,1.15709490956554,0.728323699421965,0.213197969543147,130,1.17004751461988,0.760233918128655,0.219966159052453,138,1.2143112381633,0.793103448275862,0.233502538071066,132,1.16822905747402,0.763005780346821,0.223350253807107,131,1.18522090566731,0.766081871345029,0.22165820642978,122,1.21139112903226,0.7625,0.206429780033841,139,1.19691406591485,0.747311827956989,0.235194585448393,133,1.22671515075847,0.801204819277108,0.225042301184433,132,1.20210798816568,0.781065088757396,0.223350253807107,131,1.16953684401341,0.740112994350282,0.22165820642978,125,1.18992010824045,0.753012048192771,0.211505922165821,125,1.17077925165217,0.730994152046784,0.211505922165821,133,1.22801837270341,0.791666666666667,0.225042301184433,128,1.17102167182663,0.752941176470588,0.2165820642978
"16",16,"escol4=0,hiv3=0,comdiab=1","encerra2=0",25,1.29605263157895,0.833333333333333,0.0423011844331641,20,1.29265091863517,0.833333333333333,0.0338409475465313,21,1.18516042780749,0.75,0.0355329949238579,22,1.37224274406332,0.88,0.0372250423011844,19,1.3302926193579,0.826086956521739,0.0321489001692047,24,1.26383319967923,0.827586206896552,0.0406091370558376,22,1.44466666666667,0.916666666666667,0.0372250423011844,19,1.21723577235772,0.76,0.0321489001692047,22,1.34387596899225,0.88,0.0372250423011844,23,1.36805555555556,0.851851851851852,0.038917089678511,20,1.30291005291005,0.833333333333333,0.0338409475465313,23,1.35794205794206,0.884615384615385,0.038917089678511,23,1.28770367563471,0.821428571428571,0.038917089678511,19,1.31241234221599,0.826086956521739,0.0321489001692047,23,1.31105324074074,0.851851851851852,0.038917089678511,28,1.38291826842721,0.903225806451613,0.0473773265651438,22,1.2475532527346,0.814814814814815,0.0372250423011844,21,1.20331588132635,0.777777777777778,0.0355329949238579,25,1.3239247311828,0.833333333333333,0.0423011844331641,25,1.3807120829829,0.862068965517241,0.0423011844331641,18,1.19824284748817,0.782608695652174,0.0304568527918782,19,1.27139945652174,0.826086956521739,0.0321489001692047,21,1.27632661456191,0.807692307692308,0.0355329949238579,22,1.28758169934641,0.814814814814815,0.0372250423011844,26,1.30132113821138,0.8125,0.0439932318104907,18,1.39606299212598,0.9,0.0304568527918782,22,1.2672514619883,0.814814814814815,0.0372250423011844
