"","ID","alcool.0","alcool.1","bilateral.0","bilateral.1","cavitacao.0","cavitacao.1","comdiab.0","comdiab.1","comdrogas.0","comtabagis.0","escol4.0","escol4.1","fxet3.1","hiv3.0","mumigual.0","mumigual.1","pdres5.1","ppl.0","raca3.0","raca3.1","sexo2.0","sexo2.1","tipores3.0","tipores3.1","Desfechos","count","lift","confidence","support","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y"
"42",42,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=3",18,1.4758064516129,0.15,0.059016393442623,19,1.33034894398531,0.15702479338843,0.0622950819672131,22,1.30926829268293,0.176,0.0721311475409836
"43",43,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"encerra2=3",14,1.40552995391705,0.142857142857143,0.0459016393442623,16,1.47342995169082,0.173913043478261,0.0524590163934426,19,1.45712848881066,0.195876288659794,0.0622950819672131
"44",44,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=3",14,1.37741935483871,0.14,0.0459016393442623,17,1.42601760176018,0.168316831683168,0.0557377049180328,20,1.40358950759319,0.188679245283019,0.0655737704918033
"45",45,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"encerra2=3",10,1.22983870967742,0.125,0.0327868852459016,14,1.5014064697609,0.177215189873418,0.0459016393442623,18,1.55700510493477,0.209302325581395,0.059016393442623
"46",46,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"encerra2=3",14,1.20826259196378,0.12280701754386,0.0459016393442623,21,1.50776836158192,0.177966101694915,0.0688524590163934,22,1.36382113821138,0.183333333333333,0.0721311475409836
"47",47,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=3",14,1.49719495091164,0.152173913043478,0.0459016393442623,16,1.48962148962149,0.175824175824176,0.0524590163934426,16,1.26621691748832,0.170212765957447,0.0524590163934426
"48",48,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"encerra2=3",10,1.32955536181343,0.135135135135135,0.0327868852459016,13,1.59621578099839,0.188405797101449,0.0426229508196721,13,1.3815331010453,0.185714285714286,0.0426229508196721
"49",49,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encerra2=3",11,1.42402376910017,0.144736842105263,0.0360655737704918,14,1.56067251461988,0.184210526315789,0.0459016393442623,14,1.35254988913525,0.181818181818182,0.0459016393442623
"50",50,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"encerra2=3",14,1.5136476426799,0.153846153846154,0.0459016393442623,15,1.41203703703704,0.166666666666667,0.0491803278688525,14,1.13202545068929,0.152173913043478,0.0459016393442623
"51",51,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"encerra2=3",14,1.5136476426799,0.153846153846154,0.0459016393442623,16,1.5581098339719,0.183908045977011,0.0524590163934426,16,1.26621691748832,0.170212765957447,0.0524590163934426
