"","Regras","count","lift","confidence","support","Desfechos","LHSandRHS"
"110","comdrogas=0,cavitacao=1 ",38,1.20096256684492,0.101604278074866,0.0642978003384095,"encerra2=2","comdrogas=0,cavitacao=1  encerra2=2"
"111","fxet3=1,cavitacao=1 ",38,1.07971153846154,0.0913461538461538,0.0642978003384095,"encerra2=2","fxet3=1,cavitacao=1  encerra2=2"
"112","ppl=0,cavitacao=1 ",40,1.08940092165899,0.0921658986175115,0.0676818950930626,"encerra2=2","ppl=0,cavitacao=1  encerra2=2"
"113","hiv3=0,alcool=0 ",34,1.13205633802817,0.0957746478873239,0.0575296108291032,"encerra2=2","hiv3=0,alcool=0  encerra2=2"
"114","alcool=0,comdrogas=0 ",40,1.17029702970297,0.099009900990099,0.0676818950930626,"encerra2=2","alcool=0,comdrogas=0  encerra2=2"
"115","alcool=0,comdiab=0 ",35,1.1241847826087,0.0951086956521739,0.0592216582064298,"encerra2=2","alcool=0,comdiab=0  encerra2=2"
"116","alcool=0,ppl=0 ",42,1.13862385321101,0.0963302752293578,0.0710659898477157,"encerra2=2","alcool=0,ppl=0  encerra2=2"
"117","hiv3=0,comdiab=0 ",35,1.06899224806202,0.0904392764857881,0.0592216582064298,"encerra2=2","hiv3=0,comdiab=0  encerra2=2"
"118","hiv3=0,pdres5=1 ",39,1.01092105263158,0.0855263157894737,0.065989847715736,"encerra2=2","hiv3=0,pdres5=1  encerra2=2"
"119","comdiab=0,comdrogas=0 ",41,1.19071253071253,0.100737100737101,0.0693739424703892,"encerra2=2","comdiab=0,comdrogas=0  encerra2=2"
"120","comdrogas=0,ppl=0 ",47,1.15257261410788,0.0975103734439834,0.0795262267343486,"encerra2=2","comdrogas=0,ppl=0  encerra2=2"
"121","comdiab=0,ppl=0 ",43,1.058875,0.0895833333333333,0.0727580372250423,"encerra2=2","comdiab=0,ppl=0  encerra2=2"
"122","fxet3=2,hiv3=0 ",18,2.84134615384615,0.346153846153846,0.0304568527918782,"encerra2=3","fxet3=2,hiv3=0  encerra2=3"
"123","fxet3=2,pdres5=1 ",21,2.78024193548387,0.338709677419355,0.0355329949238579,"encerra2=3","fxet3=2,pdres5=1  encerra2=3"
"124","fxet3=2,escol4=1 ",30,1.02509250693802,0.638297872340426,0.050761421319797,"encerra2=0","fxet3=2,escol4=1  encerra2=0"
"125","hiv3=2,bilateral=0 ",24,1.16798418972332,0.727272727272727,0.0406091370558376,"encerra2=0","hiv3=2,bilateral=0  encerra2=0"
"126","raca3=0,hiv3=2 ",21,1.08792075736325,0.67741935483871,0.0355329949238579,"encerra2=0","raca3=0,hiv3=2  encerra2=0"
"127","mumigual=0,hiv3=2 ",26,1.12852526439483,0.702702702702703,0.0439932318104907,"encerra2=0","mumigual=0,hiv3=2  encerra2=0"
"128","sexo2=1,hiv3=2 ",23,1.02604166666667,0.638888888888889,0.038917089678511,"encerra2=0","sexo2=1,hiv3=2  encerra2=0"
"129","hiv3=2,comdiab=0 ",35,1.06055168170632,0.660377358490566,0.0592216582064298,"encerra2=0","hiv3=2,comdiab=0  encerra2=0"
"130","alcool=1,bilateral=1 ",18,1.5718085106383,0.191489361702128,0.0304568527918782,"encerra2=3","alcool=1,bilateral=1  encerra2=3"
"131","hiv3=0,alcool=1 ",18,1.36805555555556,0.166666666666667,0.0304568527918782,"encerra2=3","hiv3=0,alcool=1  encerra2=3"
"132","ppl=0,cavitacao=0 ",18,1.09444444444444,0.133333333333333,0.0304568527918782,"encerra2=3","ppl=0,cavitacao=0  encerra2=3"
"133","pdres5=1,cavitacao=0 ",18,1.09444444444444,0.133333333333333,0.0304568527918782,"encerra2=3","pdres5=1,cavitacao=0  encerra2=3"
"134","comtabagis=1,bilateral=1 ",18,1.44852941176471,0.176470588235294,0.0304568527918782,"encerra2=3","comtabagis=1,bilateral=1  encerra2=3"
"135","escol4=1,comtabagis=1 ",18,1.26282051282051,0.153846153846154,0.0304568527918782,"encerra2=3","escol4=1,comtabagis=1  encerra2=3"
"136","sexo2=1,comtabagis=1 ",18,1.31919642857143,0.160714285714286,0.0304568527918782,"encerra2=3","sexo2=1,comtabagis=1  encerra2=3"
"137","comtabagis=1,cavitacao=1 ",20,1.39124293785311,0.169491525423729,0.0338409475465313,"encerra2=3","comtabagis=1,cavitacao=1  encerra2=3"
"138","hiv3=0,comtabagis=1 ",20,1.4031339031339,0.170940170940171,0.0338409475465313,"encerra2=3","hiv3=0,comtabagis=1  encerra2=3"
"139","comtabagis=1,ppl=0 ",22,1.25405092592593,0.152777777777778,0.0372250423011844,"encerra2=3","comtabagis=1,ppl=0  encerra2=3"
"140","sexo2=0,raca3=1 ",18,1.20121951219512,0.146341463414634,0.0304568527918782,"encerra2=3","sexo2=0,raca3=1  encerra2=3"
"141","sexo2=0,bilateral=1 ",18,1.34318181818182,0.163636363636364,0.0304568527918782,"encerra2=3","sexo2=0,bilateral=1  encerra2=3"
"142","sexo2=0,escol4=1 ",19,1.32168079096045,0.161016949152542,0.0321489001692047,"encerra2=3","sexo2=0,escol4=1  encerra2=3"
"143","sexo2=0,tipores3=1 ",23,1.2842970521542,0.156462585034014,0.038917089678511,"encerra2=3","sexo2=0,tipores3=1  encerra2=3"
"144","raca3=1,bilateral=0 ",18,1.07846715328467,0.131386861313869,0.0304568527918782,"encerra2=3","raca3=1,bilateral=0  encerra2=3"
"145","raca3=1,mumigual=1 ",18,1.08639705882353,0.132352941176471,0.0304568527918782,"encerra2=3","raca3=1,mumigual=1  encerra2=3"
"146","mumigual=1,comdrogas=0 ",25,1.03119765494137,0.125628140703518,0.0423011844331641,"encerra2=3","mumigual=1,comdrogas=0  encerra2=3"
"147","raca3=0,bilateral=1 ",23,1.29309360730594,0.157534246575342,0.038917089678511,"encerra2=3","raca3=0,bilateral=1  encerra2=3"
"148","sexo2=1,raca3=0 ",20,1.03902953586498,0.126582278481013,0.0338409475465313,"encerra2=3","sexo2=1,raca3=0  encerra2=3"
"149","raca3=1,escol4=1 ",36,1.19635627530364,0.145748987854251,0.0609137055837563,"encerra2=3","raca3=1,escol4=1  encerra2=3"
