"","Regras","count","lift","confidence","support","Desfechos","LHSandRHS"
"110","comtabagis=1,pdres5=1 ",21,1.28531483015742,0.154411764705882,0.0355329949238579,"encerra2=3","comtabagis=1,pdres5=1  encerra2=3"
"111","alcool=1,ppl=0 ",19,1.14605021432946,0.13768115942029,0.0321489001692047,"encerra2=3","alcool=1,ppl=0  encerra2=3"
"112","sexo2=0,raca3=1 ",22,1.47682871422081,0.17741935483871,0.0372250423011844,"encerra2=3","sexo2=0,raca3=1  encerra2=3"
"113","sexo2=0,bilateral=1 ",20,1.42289635247382,0.170940170940171,0.0338409475465313,"encerra2=3","sexo2=0,bilateral=1  encerra2=3"
"114","sexo2=0,escol4=1 ",24,1.70747562296858,0.205128205128205,0.0406091370558376,"encerra2=3","sexo2=0,escol4=1  encerra2=3"
"115","sexo2=0,tipores3=1 ",24,1.34076944890821,0.161073825503356,0.0406091370558376,"encerra2=3","sexo2=0,tipores3=1  encerra2=3"
"116","raca3=1,mumigual=0 ",36,1.38732394366197,0.166666666666667,0.0609137055837563,"encerra2=3","raca3=1,mumigual=0  encerra2=3"
"117","mumigual=0,bilateral=1 ",29,1.21303701606625,0.14572864321608,0.0490693739424704,"encerra2=3","mumigual=0,bilateral=1  encerra2=3"
"118","escol4=1,mumigual=0 ",38,1.49909885855417,0.180094786729858,0.0642978003384095,"encerra2=3","escol4=1,mumigual=0  encerra2=3"
"119","sexo2=1,mumigual=0 ",32,1.20527691033076,0.144796380090498,0.0541455160744501,"encerra2=3","sexo2=1,mumigual=0  encerra2=3"
"120","mumigual=0,tipores3=1 ",41,1.36512676056338,0.164,0.0693739424703892,"encerra2=3","mumigual=0,tipores3=1  encerra2=3"
"121","mumigual=0,cavitacao=1 ",38,1.15021766965429,0.138181818181818,0.0642978003384095,"encerra2=3","mumigual=0,cavitacao=1  encerra2=3"
"122","mumigual=0,comdrogas=0 ",40,1.12485725161782,0.135135135135135,0.0676818950930626,"encerra2=3","mumigual=0,comdrogas=0  encerra2=3"
"123","mumigual=0,ppl=0 ",47,1.15747145595466,0.13905325443787,0.0795262267343486,"encerra2=3","mumigual=0,ppl=0  encerra2=3"
