"","ID","LHSandRHS","Desfechos","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y","count.x.1","lift.x.1","confidence.x.1","support.x.1","count.y.1","lift.y.1","confidence.y.1","support.y.1"
"68",68,"raca3=0,fxet3=1,comdrogas=0,bilateral=0","encerra2=0",46,1.16060450819672,0.754098360655738,0.077834179357022,59,1.31313549747684,0.830985915492958,0.0998307952622673,61,1.24597359507845,0.824324324324324,0.10321489001692,56,1.27567067530065,0.811594202898551,0.0947546531302876
"69",69,"raca3=0,fxet3=1,escol4=0","encerra2=0",85,1.23415389150943,0.80188679245283,0.143824027072758,82,1.34976604278075,0.854166666666667,0.138747884940778,85,1.22360248447205,0.80952380952381,0.143824027072758,78,1.23839458413926,0.787878787878788,0.131979695431472
"70",70,"raca3=0,fxet3=1,escol4=0,comdrogas=0","encerra2=0",80,1.29605263157895,0.842105263157895,0.135363790186125,78,1.3849065673256,0.876404494382023,0.131979695431472,77,1.26506727454687,0.83695652173913,0.130287648054146,72,1.2860251450677,0.818181818181818,0.121827411167513
"79",79,"sexo2=0,escol4=0","encerra2=0",70,1.18389423076923,0.769230769230769,0.11844331641286,69,1.18516042780749,0.75,0.116751269035533,70,1.1888272651513,0.786516853932584,0.11844331641286,57,1.13408968489092,0.721518987341772,0.0964467005076142
"80",80,"sexo2=0,escol4=0,bilateral=0","encerra2=0",34,1.24590773809524,0.80952380952381,0.0575296108291032,34,1.37762237762238,0.871794871794872,0.0575296108291032,34,1.25344644750795,0.829268292682927,0.0575296108291032,28,1.25744680851064,0.8,0.0473773265651438
"81",81,"sexo2=0,raca3=0","encerra2=0",58,1.10204475308642,0.716049382716049,0.0981387478849408,64,1.28017328910851,0.810126582278481,0.1082910321489,64,1.16550087819308,0.771084337349398,0.1082910321489,46,1.12973736702128,0.71875,0.077834179357022
"82",82,"sexo2=0,raca3=0,bilateral=0","encerra2=0",28,1.16469594594595,0.756756756756757,0.0473773265651438,36,1.35446906035141,0.857142857142857,0.0609137055837563,36,1.2955791012057,0.857142857142857,0.0609137055837563,27,1.21253799392097,0.771428571428571,0.0456852791878173
"83",83,"sexo2=0,raca3=0,comdrogas=0","encerra2=0",55,1.14389780405405,0.743243243243243,0.0930626057529611,62,1.30631016042781,0.826666666666667,0.104906937394247,62,1.1862475314837,0.784810126582278,0.104906937394247,44,1.17219617742517,0.745762711864407,0.0744500846023689
"84",84,"sexo2=0,raca3=0,escol4=0","encerra2=0",42,1.2928125,0.84,0.0710659898477157,43,1.38671832369311,0.877551020408163,0.0727580372250423,41,1.29108056265985,0.854166666666667,0.0693739424703892,33,1.32999181669394,0.846153846153846,0.0558375634517767
"85",85,"sexo2=0,raca3=0,mumigual=0,bilateral=0","encerra2=0",20,1.23125,0.8,0.0338409475465313,26,1.36951871657754,0.866666666666667,0.0439932318104907,24,1.34356351236147,0.888888888888889,0.0406091370558376,22,1.32999181669394,0.846153846153846,0.0372250423011844
"86",86,"sexo2=0,tipores3=0","encerra2=0",39,1.13251768867925,0.735849056603774,0.065989847715736,42,1.18516042780749,0.75,0.0710659898477157,46,1.17846460618146,0.779661016949153,0.077834179357022,40,1.1431334622824,0.727272727272727,0.0676818950930626
"87",87,"sexo2=1,alcool=0,comdiab=1,comtabagis=0","encerra2=0",28,1.30587121212121,0.848484848484849,0.0473773265651438,28,1.3407875546913,0.848484848484849,0.0473773265651438,23,1.24159663865546,0.821428571428571,0.038917089678511,30,1.30984042553191,0.833333333333333,0.050761421319797
"89",89,"sexo2=1,comtabagis=0,cavitacao=0,bilateral=1","encerra2=0",26,1.17693014705882,0.764705882352941,0.0439932318104907,27,1.33330548128342,0.84375,0.0456852791878173,30,1.22554779843782,0.810810810810811,0.050761421319797,28,1.22251773049645,0.777777777777778,0.0473773265651438
"92",92,"sexo2=1,escol4=1,mumigual=1,bilateral=0","encerra2=0",29,1.23980034722222,0.805555555555556,0.0490693739424704,30,1.15625407590974,0.731707317073171,0.050761421319797,31,1.233073091937,0.815789473684211,0.0524534686971235,30,1.17885638297872,0.75,0.050761421319797
"103",103,"sexo2=1,mumigual=1,alcool=0,comtabagis=0,comdrogas=0","encerra2=0",66,1.14132724719101,0.741573033707865,0.111675126903553,57,1.18516042780749,0.75,0.0964467005076142,69,1.24159663865546,0.821428571428571,0.116751269035533,81,1.2860251450677,0.818181818181818,0.137055837563452
