"","LHSandRHS","count","lift","confidence","support","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y"
"1","alcool=0,bilateral=1  encerra2=2",14,1.38636363636364,0.1,0.0459016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"2","bilateral=1,tipores3=1  encerra2=2",15,1.33304195804196,0.0961538461538462,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"3","comtabagis=0,bilateral=1  encerra2=2",13,1.20151515151515,0.0866666666666667,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"4","hiv3=0,bilateral=1  encerra2=2",14,1.21306818181818,0.0875,0.0459016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"5","cavitacao=1,bilateral=1  encerra2=2",16,1.3048128342246,0.0941176470588235,0.0524590163934426,NA,NA,NA,NA,NA,NA,NA,NA
"6","comdrogas=0,bilateral=1  encerra2=2",15,1.29971590909091,0.09375,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"7","comdiab=0,bilateral=1  encerra2=2",14,1.18348115299335,0.0853658536585366,0.0459016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"8","fxet3=1,bilateral=1  encerra2=2",17,1.28787878787879,0.092896174863388,0.0557377049180328,NA,NA,NA,NA,NA,NA,NA,NA
"9","ppl=0,bilateral=1  encerra2=2",18,1.29971590909091,0.09375,0.059016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"10","pdres5=1,bilateral=1  encerra2=2",18,1.27319109461967,0.0918367346938776,0.059016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"11","alcool=0,tipores3=1  encerra2=2",13,1.11942405420666,0.0807453416149068,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"12","comdiab=0,comdrogas=0  encerra2=2",16,1.10909090909091,0.08,0.0524590163934426,NA,NA,NA,NA,NA,NA,NA,NA
"13","comtabagis=1,ppl=0  encerra2=3",12,1.47342995169082,0.173913043478261,0.039344262295082,NA,NA,NA,NA,NA,NA,NA,NA
"14","sexo2=0,escol4=1  encerra2=3",11,1.60680076628352,0.189655172413793,0.0360655737704918,NA,NA,NA,NA,NA,NA,NA,NA
"15","sexo2=0,comdrogas=0  encerra2=3",12,1.11721611721612,0.131868131868132,0.039344262295082,NA,NA,NA,NA,NA,NA,NA,NA
"16","cavitacao=1,bilateral=1  encerra2=3",23,1.14624183006536,0.135294117647059,0.0754098360655738,NA,NA,NA,NA,NA,NA,NA,NA
"17","comdrogas=0,bilateral=1  encerra2=3",24,1.27083333333333,0.15,0.0786885245901639,NA,NA,NA,NA,NA,NA,NA,NA
"18","ppl=0,tipores3=1  encerra2=3",30,1.1500754147813,0.135746606334842,0.0983606557377049,NA,NA,NA,NA,NA,NA,NA,NA
"19","mumigual=0,comdrogas=1  encerra2=1",11,1.92926969522714,0.297297297297297,0.0360655737704918,NA,NA,NA,NA,NA,NA,NA,NA
"20","sexo2=1,comdrogas=1  encerra2=1",15,1.98653929656969,0.306122448979592,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"21","comdrogas=1,tipores3=1  encerra2=1",14,2.11281543790203,0.325581395348837,0.0459016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"22","comtabagis=0,comdrogas=1  encerra2=1",13,2.55641521598968,0.393939393939394,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"23","mumigual=0,comtabagis=1  encerra2=1",10,1.5827711468604,0.24390243902439,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA
"24","comtabagis=1,cavitacao=1  encerra2=1",13,1.31815159574468,0.203125,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"25","comdiab=0,comtabagis=1  encerra2=1",12,1.21675531914894,0.1875,0.039344262295082,NA,NA,NA,NA,NA,NA,NA,NA
"26","fxet3=1,comtabagis=1  encerra2=1",12,1.23606889564336,0.19047619047619,0.039344262295082,NA,NA,NA,NA,NA,NA,NA,NA
"27","comtabagis=1,pdres5=1  encerra2=1",13,1.20516717325228,0.185714285714286,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"28","mumigual=0,alcool=1  encerra2=1",15,1.98653929656969,0.306122448979592,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"29","raca3=1,alcool=1  encerra2=1",15,1.62234042553191,0.25,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"30","alcool=1,bilateral=1  encerra2=1",16,1.73049645390071,0.266666666666667,0.0524590163934426,NA,NA,NA,NA,NA,NA,NA,NA
"31","escol4=1,alcool=1  encerra2=1",16,1.42232585252113,0.219178082191781,0.0524590163934426,NA,NA,NA,NA,NA,NA,NA,NA
"32","sexo2=1,alcool=1  encerra2=1",20,1.68554849405913,0.25974025974026,0.0655737704918033,NA,NA,NA,NA,NA,NA,NA,NA
"33","alcool=1,tipores3=1  encerra2=1",18,1.71777221526909,0.264705882352941,0.059016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"34","hiv3=0,alcool=1  encerra2=1",20,1.70772676371781,0.263157894736842,0.0655737704918033,NA,NA,NA,NA,NA,NA,NA,NA
"35","alcool=1,cavitacao=1  encerra2=1",21,1.81702127659574,0.28,0.0688524590163934,NA,NA,NA,NA,NA,NA,NA,NA
"36","alcool=1,comdiab=0  encerra2=1",17,1.34535547483134,0.207317073170732,0.0557377049180328,NA,NA,NA,NA,NA,NA,NA,NA
"37","fxet3=1,alcool=1  encerra2=1",20,1.56370161497052,0.240963855421687,0.0655737704918033,NA,NA,NA,NA,NA,NA,NA,NA
"38","alcool=1,ppl=0  encerra2=1",20,1.50915388421573,0.232558139534884,0.0655737704918033,NA,NA,NA,NA,NA,NA,NA,NA
"39","alcool=1,pdres5=1  encerra2=1",21,1.56639765223771,0.241379310344828,0.0688524590163934,NA,NA,NA,NA,NA,NA,NA,NA
"40","mumigual=0,bilateral=0  encerra2=1",12,1.12858464384829,0.173913043478261,0.039344262295082,NA,NA,NA,NA,NA,NA,NA,NA
"41","sexo2=1,bilateral=0  encerra2=1",13,1.24061326658323,0.191176470588235,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"42","raca3=0,escol4=1  encerra2=1",13,1.33907463694698,0.206349206349206,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"43","mumigual=0,bilateral=1  encerra2=1",21,1.16475722858702,0.179487179487179,0.0688524590163934,NA,NA,NA,NA,NA,NA,NA,NA
"44","escol4=1,mumigual=0  encerra2=1",25,1.37486476739993,0.211864406779661,0.0819672131147541,NA,NA,NA,NA,NA,NA,NA,NA
"45","mumigual=0,tipores3=1  encerra2=1",24,1.15366430260047,0.177777777777778,0.0786885245901639,NA,NA,NA,NA,NA,NA,NA,NA
