"","LHSandRHS","count","lift","confidence","support","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y"
"1","mumigual=1,comdrogas=0  encerra2=2",10,1.12463126843658,0.0884955752212389,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA
"2","raca3=1,bilateral=1  encerra2=2",10,1.15530303030303,0.0909090909090909,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA
"3","comtabagis=0,bilateral=1  encerra2=2",13,1.19716183574879,0.0942028985507246,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"4","cavitacao=1,bilateral=1  encerra2=2",16,1.36465324384787,0.10738255033557,0.0524590163934426,NA,NA,NA,NA,NA,NA,NA,NA
"5","bilateral=1,tipores3=1  encerra2=2",16,1.38321995464853,0.108843537414966,0.0524590163934426,NA,NA,NA,NA,NA,NA,NA,NA
"6","hiv3=0,bilateral=1  encerra2=2",15,1.28800675675676,0.101351351351351,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"7","comdiab=0,bilateral=1  encerra2=2",16,1.28691983122363,0.10126582278481,0.0524590163934426,NA,NA,NA,NA,NA,NA,NA,NA
"8","comdrogas=0,bilateral=1  encerra2=2",18,1.4758064516129,0.116129032258065,0.059016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"9","fxet3=1,bilateral=1  encerra2=2",16,1.21756487025948,0.0958083832335329,0.0524590163934426,NA,NA,NA,NA,NA,NA,NA,NA
"10","ppl=0,bilateral=1  encerra2=2",19,1.34143518518519,0.105555555555556,0.0622950819672131,NA,NA,NA,NA,NA,NA,NA,NA
"11","pdres5=1,bilateral=1  encerra2=2",19,1.34143518518519,0.105555555555556,0.0622950819672131,NA,NA,NA,NA,NA,NA,NA,NA
"12","comdrogas=0,cavitacao=1  encerra2=2",18,1.16116751269036,0.0913705583756345,0.059016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"13","comdiab=0,comdrogas=0  encerra2=2",19,1.11271121351767,0.0875576036866359,0.0622950819672131,NA,NA,NA,NA,NA,NA,NA,NA
"14","alcool=1,ppl=0  encerra2=3",10,1.22736418511066,0.140845070422535,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA
"15","sexo2=0,bilateral=1  encerra2=3",11,1.49776785714286,0.171875,0.0360655737704918,NA,NA,NA,NA,NA,NA,NA,NA
"16","sexo2=0,escol4=1  encerra2=3",15,1.95095948827292,0.223880597014925,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"17","raca3=1,bilateral=1  encerra2=3",15,1.18831168831169,0.136363636363636,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"18","raca3=1,escol4=1  encerra2=3",21,1.41860465116279,0.162790697674419,0.0688524590163934,NA,NA,NA,NA,NA,NA,NA,NA
"19","raca3=1,tipores3=1  encerra2=3",23,1.3542471042471,0.155405405405405,0.0754098360655738,NA,NA,NA,NA,NA,NA,NA,NA
"20","raca3=1,ppl=0  encerra2=3",27,1.28571428571429,0.147540983606557,0.0885245901639344,NA,NA,NA,NA,NA,NA,NA,NA
"21","escol4=1,comtabagis=0  encerra2=3",21,1.33576642335766,0.153284671532847,0.0688524590163934,NA,NA,NA,NA,NA,NA,NA,NA
"22","escol4=1,alcool=0  encerra2=3",20,1.30063965884861,0.149253731343284,0.0655737704918033,NA,NA,NA,NA,NA,NA,NA,NA
"23","ppl=0,tipores3=1  encerra2=3",29,1.11327879169289,0.127753303964758,0.0950819672131148,NA,NA,NA,NA,NA,NA,NA,NA
"24","sexo2=1,comdrogas=1  encerra2=1",12,1.81547619047619,0.333333333333333,0.039344262295082,NA,NA,NA,NA,NA,NA,NA,NA
"25","comdrogas=1,tipores3=1  encerra2=1",14,1.95512820512821,0.358974358974359,0.0459016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"26","hiv3=0,comdrogas=1  encerra2=1",10,1.70200892857143,0.3125,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA
"27","escol4=0,comdiab=1  encerra2=0",15,1.26731301939058,0.789473684210526,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA
"28","alcool=0,comdiab=1  encerra2=0",27,1.11133603238866,0.692307692307692,0.0885245901639344,NA,NA,NA,NA,NA,NA,NA,NA
"29","mumigual=0,alcool=1  encerra2=1",10,1.32839721254355,0.24390243902439,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA
"30","alcool=1,bilateral=1  encerra2=1",12,1.28151260504202,0.235294117647059,0.039344262295082,NA,NA,NA,NA,NA,NA,NA,NA
"31","raca3=1,alcool=1  encerra2=1",13,1.38830532212885,0.254901960784314,0.0426229508196721,NA,NA,NA,NA,NA,NA,NA,NA
"32","sexo2=1,alcool=1  encerra2=1",14,1.33771929824561,0.245614035087719,0.0459016393442623,NA,NA,NA,NA,NA,NA,NA,NA
"33","alcool=1,cavitacao=1  encerra2=1",14,1.33771929824561,0.245614035087719,0.0459016393442623,NA,NA,NA,NA,NA,NA,NA,NA
